ID,DateTime,Ticker,Open,High,Low,Close,RealVolume,Spread,TickVolume
2023.04.14 10:14:00-ABEV3,2023.04.14 10:14:00,ABEV3,14.5,14.51,14.49,14.49,7300,1,17
2023.04.14 10:14:00-ALPA4,2023.04.14 10:14:00,ALPA4,7.75,7.76,7.71,7.72,64000,1,39
2023.04.14 10:14:00-ALSO3,2023.04.14 10:14:00,ALSO3,18.4,18.4,18.37,18.39,900,2,7
2023.04.14 10:14:00-ARZZ3,2023.04.14 10:14:00,ARZZ3,67.39,67.39,67.2,67.38,4400,8,21
2023.04.14 10:14:00-ASAI3,2023.04.14 10:14:00,ASAI3,13.66,13.67,13.65,13.67,54500,1,14
2023.04.14 10:14:00-AZUL4,2023.04.14 10:14:00,AZUL4,11.75,11.75,11.69,11.69,114900,1,17
2023.04.14 10:14:00-B3SA3,2023.04.14 10:14:00,B3SA3,11.62,11.63,11.61,11.61,33900,1,53
2023.04.14 10:14:00-BBAS3,2023.04.14 10:14:00,BBAS3,42.34,42.42,42.28,42.31,147300,1,105
2023.04.14 10:14:00-BBDC3,2023.04.14 10:14:00,BBDC3,12.29,12.29,12.28,12.29,4100,2,8
2023.04.14 10:14:00-BBDC4,2023.04.14 10:14:00,BBDC4,13.69,13.7,13.67,13.69,22600,1,13
2023.04.14 10:14:00-BBSE3,2023.04.14 10:14:00,BBSE3,34.86,34.89,34.86,34.89,2900,1,12
2023.04.14 10:14:00-BEEF3,2023.04.14 10:14:00,BEEF3,9.32,9.34,9.31,9.32,32500,1,28
2023.04.14 10:14:00-BPAC11,2023.04.14 10:14:00,BPAC11,22.85,22.88,22.84,22.85,8200,1,15
2023.04.14 10:14:00-BPAN4,2023.04.14 10:14:00,BPAN4,5.47,5.47,5.47,5.47,400,1,3
2023.04.14 10:14:00-BRAP4,2023.04.14 10:14:00,BRAP4,26.22,26.23,26.19,26.19,1800,3,8
2023.04.14 10:14:00-BRFS3,2023.04.14 10:14:00,BRFS3,6.15,6.15,6.12,6.12,96300,1,72
2023.04.14 10:14:00-BRKM5,2023.04.14 10:14:00,BRKM5,21.31,21.31,21.16,21.16,35200,2,38
2023.04.14 10:14:00-CASH3,2023.04.14 10:14:00,CASH3,0.96,0.96,0.96,0.96,1100,1,5
2023.04.14 10:14:00-CCRO3,2023.04.14 10:14:00,CCRO3,13.19,13.19,13.12,13.14,63500,1,43
2023.04.14 10:14:00-CIEL3,2023.04.14 10:14:00,CIEL3,4.9399999999999995,4.95,4.9399999999999995,4.9399999999999995,37000,1,26
2023.04.14 10:14:00-CMIG4,2023.04.14 10:14:00,CMIG4,12.11,12.12,12.09,12.1,23300,1,51
2023.04.14 10:14:00-CMIN3,2023.04.14 10:14:00,CMIN3,4.72,4.73,4.72,4.72,25800,1,10
2023.04.14 10:14:00-COGN3,2023.04.14 10:14:00,COGN3,2.0,2.0,1.99,2.0,243000,1,10
2023.04.14 10:14:00-CPFE3,2023.04.14 10:14:00,CPFE3,33.34,33.36,33.28,33.34,21300,3,57
2023.04.14 10:14:00-CPLE6,2023.04.14 10:14:00,CPLE6,7.79,7.79,7.77,7.78,31000,1,27
2023.04.14 10:14:00-CRFB3,2023.04.14 10:14:00,CRFB3,11.17,11.22,11.14,11.19,93600,1,27
2023.04.13 16:54:00-CSAN3,2023.04.13 16:54:00,CSAN3,15.74,15.77,15.73,15.77,857000,1,191
2023.04.14 10:14:00-CSNA3,2023.04.14 10:14:00,CSNA3,14.72,14.77,14.68,14.69,90500,1,68
2023.04.14 10:14:00-CVCB3,2023.04.14 10:14:00,CVCB3,3.29,3.29,3.27,3.27,282900,1,22
2023.04.14 10:14:00-CYRE3,2023.04.14 10:14:00,CYRE3,15.52,15.53,15.51,15.51,11700,1,17
2023.04.14 10:14:00-DXCO3,2023.04.14 10:14:00,DXCO3,6.01,6.01,6.0,6.0,15500,1,4
2023.04.14 10:14:00-ECOR3,2023.04.14 10:14:00,ECOR3,6.23,6.23,6.23,6.23,7500,1,7
2023.04.14 10:14:00-EGIE3,2023.04.14 10:14:00,EGIE3,40.55,40.56,40.51,40.51,1700,3,10
2023.04.14 10:14:00-ELET3,2023.04.14 10:14:00,ELET3,34.61,34.61,34.52,34.52,10400,1,28
