ID,DateTime,Ticker,Open,High,Low,Close,RealVolume,Spread,TickVolume
2023.04.14 10:41:00-ABEV3,2023.04.14 10:41:00,ABEV3,14.56,14.56,14.54,14.56,69500,1,60
2023.04.14 10:41:00-ALPA4,2023.04.14 10:41:00,ALPA4,7.65,7.71,7.65,7.7,57100,1,50
2023.04.14 10:41:00-ALSO3,2023.04.14 10:41:00,ALSO3,18.35,18.37,18.35,18.37,1200,1,5
2023.04.14 10:41:00-ARZZ3,2023.04.14 10:41:00,ARZZ3,67.03,67.1,67.03,67.1,600,6,2
2023.04.14 10:41:00-ASAI3,2023.04.14 10:41:00,ASAI3,13.54,13.59,13.53,13.57,44800,1,64
2023.04.14 10:41:00-AZUL4,2023.04.14 10:41:00,AZUL4,11.74,11.77,11.72,11.73,47500,1,27
2023.04.14 10:41:00-B3SA3,2023.04.14 10:41:00,B3SA3,11.71,11.73,11.7,11.73,19900,1,38
2023.04.14 10:41:00-BBAS3,2023.04.14 10:41:00,BBAS3,42.4,42.44,42.36,42.4,74600,1,80
2023.04.14 10:41:00-BBDC3,2023.04.14 10:41:00,BBDC3,12.25,12.26,12.23,12.23,10200,1,22
2023.04.14 10:41:00-BBDC4,2023.04.14 10:41:00,BBDC4,13.64,13.66,13.62,13.63,393700,1,122
2023.04.14 10:41:00-BBSE3,2023.04.14 10:41:00,BBSE3,34.83,34.83,34.81,34.82,1400,1,5
2023.04.14 10:41:00-BEEF3,2023.04.14 10:41:00,BEEF3,9.43,9.44,9.43,9.43,12700,1,50
2023.04.14 10:41:00-BPAC11,2023.04.14 10:41:00,BPAC11,23.06,23.14,23.05,23.12,25300,1,37
2023.04.14 10:41:00-BPAN4,2023.04.14 10:41:00,BPAN4,5.47,5.47,5.47,5.47,100,2,1
2023.04.14 10:41:00-BRAP4,2023.04.14 10:41:00,BRAP4,26.3,26.31,26.28,26.28,2400,1,12
2023.04.14 10:41:00-BRFS3,2023.04.14 10:41:00,BRFS3,6.1,6.12,6.1,6.11,83300,1,58
2023.04.14 10:41:00-BRKM5,2023.04.14 10:41:00,BRKM5,21.57,21.69,21.52,21.57,115200,1,120
2023.04.14 10:41:00-CASH3,2023.04.14 10:41:00,CASH3,0.94,0.95,0.94,0.95,1000,1,3
2023.04.14 10:42:00-CCRO3,2023.04.14 10:42:00,CCRO3,12.96,12.96,12.96,12.96,100,1,1
2023.04.14 10:41:00-CIEL3,2023.04.14 10:41:00,CIEL3,4.9399999999999995,4.95,4.93,4.9399999999999995,8700,1,22
2023.04.14 10:41:00-CMIG4,2023.04.14 10:41:00,CMIG4,12.07,12.08,12.06,12.06,41000,1,36
2023.04.14 10:41:00-CMIN3,2023.04.14 10:41:00,CMIN3,4.71,4.71,4.7,4.7,11800,1,10
2023.04.14 10:41:00-COGN3,2023.04.14 10:41:00,COGN3,2.02,2.02,2.01,2.02,96200,1,8
2023.04.14 10:41:00-CPFE3,2023.04.14 10:41:00,CPFE3,33.41,33.41,33.41,33.41,300,1,1
2023.04.14 10:41:00-CPLE6,2023.04.14 10:41:00,CPLE6,7.8,7.8100000000000005,7.8,7.8100000000000005,115200,1,61
2023.04.14 10:41:00-CRFB3,2023.04.14 10:41:00,CRFB3,11.16,11.18,11.14,11.17,15400,1,17
2023.04.13 16:54:00-CSAN3,2023.04.13 16:54:00,CSAN3,15.74,15.77,15.73,15.77,857000,1,191
2023.04.14 10:41:00-CSNA3,2023.04.14 10:41:00,CSNA3,14.68,14.7,14.64,14.64,62400,1,62
2023.04.14 10:41:00-CVCB3,2023.04.14 10:41:00,CVCB3,3.26,3.26,3.25,3.25,42000,1,15
2023.04.14 10:41:00-CYRE3,2023.04.14 10:41:00,CYRE3,15.59,15.61,15.58,15.6,7300,1,13
2023.04.14 10:41:00-DXCO3,2023.04.14 10:41:00,DXCO3,6.05,6.07,6.05,6.06,4700,1,13
2023.04.14 10:41:00-ECOR3,2023.04.14 10:41:00,ECOR3,6.16,6.17,6.15,6.15,2500,1,18
2023.04.14 10:41:00-EGIE3,2023.04.14 10:41:00,EGIE3,40.3,40.34,40.3,40.34,2500,1,12
2023.04.14 10:41:00-ELET3,2023.04.14 10:41:00,ELET3,34.4,34.48,34.39,34.47,9100,1,17
2023.04.14 10:41:00-ELET6,2023.04.14 10:41:00,ELET6,38.01,38.08,38.01,38.08,1100,1,4
2023.04.14 10:41:00-EMBR3,2023.04.14 10:41:00,EMBR3,20.32,20.37,20.31,20.33,24000,1,35
2023.04.14 10:41:00-ENBR3,2023.04.14 10:41:00,ENBR3,22.03,22.05,22.03,22.04,2100,1,5
2023.04.14 10:41:00-ENEV3,2023.04.14 10:41:00,ENEV3,11.48,11.51,11.45,11.51,105000,1,23
2023.04.14 10:41:00-ENGI11,2023.04.14 10:41:00,ENGI11,42.77,42.8,42.77,42.79,8500,1,11
2023.04.14 10:41:00-EQTL3,2023.04.14 10:41:00,EQTL3,28.38,28.41,28.38,28.39,33100,1,27
2023.04.14 10:41:00-EZTC3,2023.04.14 10:41:00,EZTC3,15.03,15.05,15.02,15.05,8700,1,12
2023.04.14 10:41:00-FLRY3,2023.04.14 10:41:00,FLRY3,14.34,14.34,14.34,14.34,500,1,3
2023.04.14 10:41:00-GGBR4,2023.04.14 10:41:00,GGBR4,25.93,25.95,25.93,25.94,8500,1,17
2023.04.14 10:41:00-GOAU4,2023.04.14 10:41:00,GOAU4,12.07,12.07,12.06,12.06,3500,1,4
2023.04.14 10:41:00-GOLL4,2023.04.14 10:41:00,GOLL4,6.98,7.02,6.97,6.99,104400,1,24
2023.04.14 10:41:00-HAPV3,2023.04.14 10:41:00,HAPV3,2.54,2.54,2.5300000000000002,2.54,31000,1,12
2023.04.14 10:41:00-HYPE3,2023.04.14 10:41:00,HYPE3,37.32,37.41,37.22,37.4,9000,1,45
2023.04.14 10:41:00-IGTI11,2023.04.14 10:41:00,IGTI11,20.02,20.04,20.02,20.04,800,1,3
2023.04.14 10:41:00-ITSA4,2023.04.14 10:41:00,ITSA4,8.6,8.62,8.6,8.6,1100,1,4
2023.04.14 10:41:00-ITUB4,2023.04.14 10:41:00,ITUB4,25.65,25.67,25.62,25.63,109800,1,56
2023.04.14 10:41:00-JBSS3,2023.04.14 10:41:00,JBSS3,16.61,16.64,16.61,16.64,25400,1,37
2023.04.14 10:41:00-KLBN11,2023.04.14 10:41:00,KLBN11,18.48,18.48,18.46,18.47,25100,1,26
2023.04.14 10:41:00-LREN3,2023.04.14 10:41:00,LREN3,16.49,16.54,16.49,16.52,131800,1,104
2023.04.14 10:41:00-LWSA3,2023.04.14 10:41:00,LWSA3,5.22,5.24,5.22,5.23,44200,1,10
2023.04.14 10:41:00-MGLU3,2023.04.14 10:41:00,MGLU3,3.82,3.83,3.82,3.82,9200,1,14
2023.04.14 10:41:00-MRFG3,2023.04.14 10:41:00,MRFG3,6.12,6.13,6.11,6.13,18100,1,13
2023.04.14 10:41:00-MRVE3,2023.04.14 10:41:00,MRVE3,7.53,7.55,7.52,7.55,50900,1,16
2023.04.14 10:41:00-MULT3,2023.04.14 10:41:00,MULT3,25.67,25.69,25.65,25.68,4200,1,18
2023.04.14 10:42:00-NTCO3,2023.04.14 10:42:00,NTCO3,11.64,11.64,11.64,11.64,100,1,1
2023.04.14 10:41:00-PCAR3,2023.04.14 10:41:00,PCAR3,14.92,14.94,14.92,14.94,1800,1,6
2023.04.14 10:41:00-PETR3,2023.04.14 10:41:00,PETR3,29.67,29.7,29.66,29.67,4500,1,14
2023.04.14 10:41:00-PETR4,2023.04.14 10:41:00,PETR4,26.2,26.2,26.17,26.19,79300,1,125
2023.04.14 10:41:00-PETZ3,2023.04.14 10:41:00,PETZ3,5.9,5.91,5.89,5.91,3600,1,6
2023.04.14 10:41:00-PRIO3,2023.04.14 10:41:00,PRIO3,36.56,36.59,36.56,36.59,13000,1,14
2023.04.14 10:41:00-QUAL3,2023.04.14 10:41:00,QUAL3,3.99,4.0,3.99,4.0,10700,1,10
2023.04.14 10:41:00-RADL3,2023.04.14 10:41:00,RADL3,25.77,25.83,25.77,25.83,26100,1,13
