ID,DateTime,Ticker,Open,High,Low,Close,RealVolume,Spread,TickVolume
2023.04.17 10:09:00-ABEV3,2023.04.17 10:09:00,ABEV3,14.71,14.71,14.69,14.71,18000,1,8
2023.04.17 10:09:00-ALPA4,2023.04.17 10:09:00,ALPA4,7.43,7.43,7.41,7.43,18400,1,24
2023.04.17 10:09:00-ALSO3,2023.04.17 10:09:00,ALSO3,18.73,18.81,18.72,18.77,18000,0,23
2023.04.17 10:09:00-ARZZ3,2023.04.17 10:09:00,ARZZ3,68.3,68.31,68.22,68.22,700,8,6
2023.04.17 10:09:00-ASAI3,2023.04.17 10:09:00,ASAI3,13.37,13.38,13.36,13.37,5800,1,10
2023.04.17 10:09:00-AZUL4,2023.04.17 10:09:00,AZUL4,11.6,11.61,11.56,11.57,63500,1,21
2023.04.17 10:09:00-B3SA3,2023.04.17 10:09:00,B3SA3,12.0,12.0,11.98,11.99,20200,1,10
2023.04.17 10:09:00-BBAS3,2023.04.17 10:09:00,BBAS3,43.32,43.32,43.25,43.25,48300,1,43
2023.04.17 10:09:00-BBDC3,2023.04.17 10:09:00,BBDC3,12.38,12.39,12.37,12.39,16800,1,9
2023.04.17 10:09:00-BBDC4,2023.04.17 10:09:00,BBDC4,13.72,13.74,13.72,13.72,211800,1,20
2023.04.17 10:09:00-BBSE3,2023.04.17 10:09:00,BBSE3,34.82,34.82,34.77,34.78,8600,1,13
2023.04.17 10:09:00-BEEF3,2023.04.17 10:09:00,BEEF3,9.55,9.56,9.52,9.55,156900,0,30
2023.04.17 10:10:00-BPAC11,2023.04.17 10:10:00,BPAC11,23.0,23.01,23.0,23.01,500,1,2
2023.04.17 10:09:00-BPAN4,2023.04.17 10:09:00,BPAN4,5.46,5.47,5.46,5.47,500,1,4
2023.04.17 10:09:00-BRAP4,2023.04.17 10:09:00,BRAP4,26.69,26.7,26.67,26.69,7200,1,13
2023.04.17 10:09:00-BRFS3,2023.04.17 10:09:00,BRFS3,6.12,6.13,6.12,6.13,16700,1,7
