,ID,DateTime,Ticker,Close
24,2023.04.25 16:27:00-BBDC3,2023-04-25 16:27:00+00:00,BBDC3,12.29
25,2023.04.25 16:26:00-BBDC3,2023-04-25 16:26:00+00:00,BBDC3,12.3
26,2023.04.25 16:25:00-BBDC3,2023-04-25 16:25:00+00:00,BBDC3,12.3
27,2023.04.25 16:27:00-BBDC4,2023-04-25 16:27:00+00:00,BBDC4,13.65
28,2023.04.25 16:26:00-BBDC4,2023-04-25 16:26:00+00:00,BBDC4,13.66
29,2023.04.25 16:25:00-BBDC4,2023-04-25 16:25:00+00:00,BBDC4,13.66
30,2023.04.25 16:27:00-BBSE3,2023-04-25 16:27:00+00:00,BBSE3,34.61
31,2023.04.25 16:26:00-BBSE3,2023-04-25 16:26:00+00:00,BBSE3,34.61
32,2023.04.25 16:25:00-BBSE3,2023-04-25 16:25:00+00:00,BBSE3,34.62
33,2023.04.25 16:27:00-BEEF3,2023-04-25 16:27:00+00:00,BEEF3,8.42
34,2023.04.25 16:26:00-BEEF3,2023-04-25 16:26:00+00:00,BEEF3,8.43
35,2023.04.25 16:25:00-BEEF3,2023-04-25 16:25:00+00:00,BEEF3,8.44
36,2023.04.25 16:27:00-BPAC11,2023-04-25 16:27:00+00:00,BPAC11,22.67
37,2023.04.25 16:26:00-BPAC11,2023-04-25 16:26:00+00:00,BPAC11,22.69
38,2023.04.25 16:25:00-BPAC11,2023-04-25 16:25:00+00:00,BPAC11,22.7
39,2023.04.25 16:27:00-BPAN4,2023-04-25 16:27:00+00:00,BPAN4,5.21
40,2023.04.25 16:26:00-BPAN4,2023-04-25 16:26:00+00:00,BPAN4,5.21
41,2023.04.25 16:25:00-BPAN4,2023-04-25 16:25:00+00:00,BPAN4,5.22
42,2023.04.25 16:27:00-BRAP4,2023-04-25 16:27:00+00:00,BRAP4,23.9
43,2023.04.25 16:26:00-BRAP4,2023-04-25 16:26:00+00:00,BRAP4,23.88
44,2023.04.25 16:25:00-BRAP4,2023-04-25 16:25:00+00:00,BRAP4,23.87
45,2023.04.25 16:27:00-BRFS3,2023-04-25 16:27:00+00:00,BRFS3,5.88
46,2023.04.25 16:26:00-BRFS3,2023-04-25 16:26:00+00:00,BRFS3,5.89
47,2023.04.25 16:25:00-BRFS3,2023-04-25 16:25:00+00:00,BRFS3,5.9
48,2023.04.25 16:27:00-BRKM5,2023-04-25 16:27:00+00:00,BRKM5,19.43
49,2023.04.25 16:26:00-BRKM5,2023-04-25 16:26:00+00:00,BRKM5,19.43
50,2023.04.25 16:25:00-BRKM5,2023-04-25 16:25:00+00:00,BRKM5,19.41
51,2023.04.25 16:27:00-CASH3,2023-04-25 16:27:00+00:00,CASH3,0.85
52,2023.04.25 16:26:00-CASH3,2023-04-25 16:26:00+00:00,CASH3,0.84
53,2023.04.25 16:25:00-CASH3,2023-04-25 16:25:00+00:00,CASH3,0.85
54,2023.04.25 16:27:00-CCRO3,2023-04-25 16:27:00+00:00,CCRO3,13.07
55,2023.04.25 16:26:00-CCRO3,2023-04-25 16:26:00+00:00,CCRO3,13.08
56,2023.04.25 16:25:00-CCRO3,2023-04-25 16:25:00+00:00,CCRO3,13.09
57,2023.04.25 16:27:00-CIEL3,2023-04-25 16:27:00+00:00,CIEL3,5.07
58,2023.04.25 16:26:00-CIEL3,2023-04-25 16:26:00+00:00,CIEL3,5.08
59,2023.04.25 16:25:00-CIEL3,2023-04-25 16:25:00+00:00,CIEL3,5.08
60,2023.04.25 16:27:00-CMIG4,2023-04-25 16:27:00+00:00,CMIG4,12.45
61,2023.04.25 16:26:00-CMIG4,2023-04-25 16:26:00+00:00,CMIG4,12.45
62,2023.04.25 16:25:00-CMIG4,2023-04-25 16:25:00+00:00,CMIG4,12.45
63,2023.04.25 16:27:00-CMIN3,2023-04-25 16:27:00+00:00,CMIN3,4.26
