ID,DateTime,Ticker,Open,High,Low,Close,RealVolume,Spread,TickVolume
2023.04.14 13:48:00-ABEV3,2023.04.14 13:48:00,ABEV3,14.67,14.68,14.67,14.67,7500,1,26
2023.04.14 13:48:00-ALPA4,2023.04.14 13:48:00,ALPA4,7.64,7.64,7.63,7.63,4600,1,13
2023.04.14 13:48:00-ALSO3,2023.04.14 13:48:00,ALSO3,18.49,18.5,18.49,18.49,9500,1,33
2023.04.14 13:48:00-ARZZ3,2023.04.14 13:48:00,ARZZ3,67.76,67.79,67.69,67.79,800,5,7
2023.04.14 13:48:00-ASAI3,2023.04.14 13:48:00,ASAI3,13.26,13.27,13.26,13.26,8500,1,69
2023.04.14 13:48:00-AZUL4,2023.04.14 13:48:00,AZUL4,11.49,11.5,11.49,11.49,9100,1,12
2023.04.14 13:48:00-B3SA3,2023.04.14 13:48:00,B3SA3,11.94,11.94,11.93,11.94,18700,1,69
2023.04.14 13:48:00-BBAS3,2023.04.14 13:48:00,BBAS3,43.15,43.17,43.15,43.16,10800,1,61
2023.04.14 13:48:00-BBDC3,2023.04.14 13:48:00,BBDC3,12.42,12.42,12.41,12.41,8800,1,12
2023.04.14 13:48:00-BBDC4,2023.04.14 13:48:00,BBDC4,13.83,13.83,13.81,13.82,36100,1,61
2023.04.14 13:48:00-BBSE3,2023.04.14 13:48:00,BBSE3,34.78,34.78,34.77,34.78,1400,1,10
2023.04.14 13:48:00-BEEF3,2023.04.14 13:48:00,BEEF3,9.4,9.4,9.38,9.38,39000,1,32
2023.04.14 13:48:00-BPAC11,2023.04.14 13:48:00,BPAC11,22.97,22.98,22.96,22.98,8600,1,44
2023.04.14 13:48:00-BPAN4,2023.04.14 13:48:00,BPAN4,5.47,5.48,5.47,5.48,1800,1,8
2023.04.14 13:48:00-BRAP4,2023.04.14 13:48:00,BRAP4,26.65,26.65,26.64,26.64,700,1,7
2023.04.14 13:48:00-BRFS3,2023.04.14 13:48:00,BRFS3,6.08,6.09,6.07,6.09,22900,1,33
2023.04.14 13:48:00-BRKM5,2023.04.14 13:48:00,BRKM5,21.57,21.58,21.55,21.55,4000,1,19
2023.04.14 13:48:00-CASH3,2023.04.14 13:48:00,CASH3,0.95,0.96,0.95,0.96,2900,1,11
2023.04.14 13:48:00-CCRO3,2023.04.14 13:48:00,CCRO3,13.02,13.03,13.02,13.03,4100,1,17
2023.04.14 13:48:00-CIEL3,2023.04.14 13:48:00,CIEL3,5.04,5.05,5.04,5.05,10400,1,25
2023.04.14 13:48:00-CMIG4,2023.04.14 13:48:00,CMIG4,12.16,12.17,12.15,12.16,19900,1,35
2023.04.14 13:48:00-CMIN3,2023.04.14 13:48:00,CMIN3,4.78,4.79,4.77,4.78,29000,1,28
2023.04.14 13:48:00-COGN3,2023.04.14 13:48:00,COGN3,2.05,2.05,2.04,2.05,8800,1,41
2023.04.14 13:48:00-CPFE3,2023.04.14 13:48:00,CPFE3,33.69,33.72,33.69,33.71,1800,1,7
2023.04.14 13:48:00-CPLE6,2023.04.14 13:48:00,CPLE6,7.91,7.91,7.89,7.91,8300,1,50
2023.04.14 13:48:00-CRFB3,2023.04.14 13:48:00,CRFB3,11.01,11.01,11.0,11.01,7500,1,17
2023.04.14 13:48:00-CSAN3,2023.04.14 13:48:00,CSAN3,15.73,15.74,15.72,15.72,10100,1,24
2023.04.14 13:49:00-CSNA3,2023.04.14 13:49:00,CSNA3,14.55,14.55,14.55,14.55,2500,2,1
2023.04.14 13:48:00-CVCB3,2023.04.14 13:48:00,CVCB3,3.26,3.26,3.26,3.26,45100,1,10
2023.04.14 13:48:00-CYRE3,2023.04.14 13:48:00,CYRE3,15.66,15.68,15.66,15.66,2600,1,10
2023.04.14 13:48:00-DXCO3,2023.04.14 13:48:00,DXCO3,6.12,6.12,6.11,6.12,2100,1,15
2023.04.14 13:48:00-ECOR3,2023.04.14 13:48:00,ECOR3,6.08,6.1,6.08,6.1,12400,1,25
2023.04.14 13:48:00-EGIE3,2023.04.14 13:48:00,EGIE3,40.93,40.94,40.92,40.94,1700,1,12
2023.04.14 13:48:00-ELET3,2023.04.14 13:48:00,ELET3,35.26,35.28,35.24,35.28,14000,1,34
2023.04.14 13:48:00-ELET6,2023.04.14 13:48:00,ELET6,38.84,38.85,38.82,38.85,1800,1,12
