ID,DateTime,Ticker,Open,High,Low,Close,RealVolume,Spread,TickVolume
2023.04.14 14:33:00-ABEV3,2023.04.14 14:33:00,ABEV3,14.64,14.66,14.64,14.64,5400,1,18
2023.04.14 14:33:00-ALPA4,2023.04.14 14:33:00,ALPA4,7.67,7.67,7.65,7.66,2200,1,15
2023.04.14 14:33:00-ALSO3,2023.04.14 14:33:00,ALSO3,18.65,18.66,18.65,18.66,1000,1,8
2023.04.14 14:33:00-ARZZ3,2023.04.14 14:33:00,ARZZ3,68.18,68.18,68.11,68.11,1000,3,6
2023.04.14 14:33:00-ASAI3,2023.04.14 14:33:00,ASAI3,13.25,13.27,13.25,13.25,15200,1,93
2023.04.14 14:33:00-AZUL4,2023.04.14 14:33:00,AZUL4,11.56,11.58,11.56,11.58,9900,1,14
2023.04.14 14:33:00-B3SA3,2023.04.14 14:33:00,B3SA3,11.9,11.9,11.89,11.9,11700,1,50
2023.04.14 14:33:00-BBAS3,2023.04.14 14:33:00,BBAS3,43.13,43.15,43.13,43.15,10500,1,34
2023.04.14 14:33:00-BBDC3,2023.04.14 14:33:00,BBDC3,12.42,12.42,12.42,12.42,800,1,5
2023.04.14 14:33:00-BBDC4,2023.04.14 14:33:00,BBDC4,13.81,13.82,13.81,13.82,13600,1,32
2023.04.14 14:33:00-BBSE3,2023.04.14 14:33:00,BBSE3,34.71,34.71,34.68,34.69,6600,1,14
2023.04.14 14:33:00-BEEF3,2023.04.14 14:33:00,BEEF3,9.41,9.41,9.4,9.4,16300,1,56
2023.04.14 14:33:00-BPAC11,2023.04.14 14:33:00,BPAC11,23.04,23.06,23.04,23.05,9500,1,42
2023.04.14 14:33:00-BPAN4,2023.04.14 14:33:00,BPAN4,5.5,5.51,5.49,5.51,1600,1,12
2023.04.14 14:33:00-BRAP4,2023.04.14 14:33:00,BRAP4,26.61,26.62,26.56,26.56,36100,1,53
2023.04.14 14:33:00-BRFS3,2023.04.14 14:33:00,BRFS3,6.22,6.22,6.21,6.22,15100,1,28
2023.04.14 14:33:00-BRKM5,2023.04.14 14:33:00,BRKM5,21.5,21.52,21.49,21.51,4400,1,16
2023.04.14 14:33:00-CASH3,2023.04.14 14:33:00,CASH3,0.96,0.96,0.95,0.96,59400,1,14
2023.04.14 14:33:00-CCRO3,2023.04.14 14:33:00,CCRO3,13.04,13.05,13.03,13.05,5900,1,13
2023.04.14 14:33:00-CIEL3,2023.04.14 14:33:00,CIEL3,5.05,5.05,5.04,5.05,7500,1,26
2023.04.14 14:33:00-CMIG4,2023.04.14 14:33:00,CMIG4,12.19,12.19,12.17,12.18,38100,1,17
2023.04.14 14:33:00-CMIN3,2023.04.14 14:33:00,CMIN3,4.77,4.77,4.76,4.76,700,1,7
2023.04.14 14:33:00-COGN3,2023.04.14 14:33:00,COGN3,2.06,2.07,2.06,2.07,28800,1,30
2023.04.14 14:33:00-CPFE3,2023.04.14 14:33:00,CPFE3,33.75,33.75,33.72,33.73,3400,1,8
2023.04.14 14:33:00-CPLE6,2023.04.14 14:33:00,CPLE6,7.88,7.88,7.87,7.88,5900,1,31
2023.04.14 14:33:00-CRFB3,2023.04.14 14:33:00,CRFB3,11.0,11.01,11.0,11.0,9200,1,21
2023.04.14 14:33:00-CSAN3,2023.04.14 14:33:00,CSAN3,15.76,15.77,15.76,15.77,6300,1,13
2023.04.14 14:33:00-CSNA3,2023.04.14 14:33:00,CSNA3,14.57,14.57,14.56,14.56,7000,1,8
2023.04.14 14:33:00-CVCB3,2023.04.14 14:33:00,CVCB3,3.3,3.3,3.3,3.3,700,1,7
2023.04.14 14:33:00-CYRE3,2023.04.14 14:33:00,CYRE3,15.7,15.7,15.69,15.69,2500,1,5
2023.04.14 14:33:00-DXCO3,2023.04.14 14:33:00,DXCO3,6.13,6.13,6.13,6.13,1200,1,4
2023.04.14 14:33:00-ECOR3,2023.04.14 14:33:00,ECOR3,6.15,6.15,6.13,6.15,6600,1,14
2023.04.14 14:33:00-EGIE3,2023.04.14 14:33:00,EGIE3,41.01,41.02,41.0,41.01,700,2,5
2023.04.14 14:33:00-ELET3,2023.04.14 14:33:00,ELET3,35.22,35.23,35.17,35.19,56800,1,135
2023.04.14 14:33:00-ELET6,2023.04.14 14:33:00,ELET6,38.95,38.95,38.9,38.92,3300,1,15
2023.04.14 14:33:00-EMBR3,2023.04.14 14:33:00,EMBR3,20.51,20.53,20.51,20.53,6600,1,15
2023.04.14 14:33:00-ENBR3,2023.04.14 14:33:00,ENBR3,22.18,22.19,22.18,22.19,300,1,3
2023.04.14 14:33:00-ENEV3,2023.04.14 14:33:00,ENEV3,11.54,11.54,11.52,11.53,1200,1,6
2023.04.14 14:33:00-ENGI11,2023.04.14 14:33:00,ENGI11,43.76,43.76,43.74,43.75,6200,1,24
2023.04.14 14:33:00-EQTL3,2023.04.14 14:33:00,EQTL3,28.68,28.7,28.66,28.68,11900,1,26
2023.04.14 14:33:00-EZTC3,2023.04.14 14:33:00,EZTC3,15.14,15.14,15.13,15.14,500,1,3
2023.04.14 14:33:00-FLRY3,2023.04.14 14:33:00,FLRY3,14.59,14.6,14.59,14.6,1100,1,7
2023.04.14 14:33:00-GGBR4,2023.04.14 14:33:00,GGBR4,26.08,26.09,26.07,26.07,4400,1,12
